Date,Open,High,Low,Close,Adj Close,Volume
2019-06-24,0.020988,0.021550,0.020306,0.020663,0.020663,22890825
2019-06-25,0.020664,0.020685,0.019010,0.019054,0.019054,33004361
2019-06-26,0.019054,0.019398,0.016284,0.017804,0.017804,70915691
2019-06-27,0.017804,0.021227,0.017122,0.019182,0.019182,80337036
2019-06-28,0.019280,0.021016,0.018980,0.019167,0.019167,58142031
2019-06-29,0.019159,0.026105,0.019159,0.023800,0.023800,108612074
2019-06-30,0.023872,0.026778,0.021955,0.021971,0.021971,76878554
2019-07-01,0.021971,0.022995,0.020130,0.022157,0.022157,43065137
2019-07-02,0.022229,0.022486,0.019527,0.019999,0.019999,38477391
2019-07-03,0.020004,0.020432,0.018653,0.019224,0.019224,45216122
2019-07-04,0.019331,0.019356,0.017127,0.018063,0.018063,32887710
2019-07-05,0.018092,0.019524,0.017613,0.018169,0.018169,27367853
2019-07-06,0.018117,0.018284,0.017460,0.017607,0.017607,12982909
2019-07-07,0.017606,0.018279,0.017267,0.017666,0.017666,14631473
2019-07-08,0.017642,0.017743,0.016522,0.016731,0.016731,19055091
2019-07-09,0.016721,0.017140,0.015425,0.016236,0.016236,26887304
2019-07-10,0.016222,0.017318,0.014942,0.016145,0.016145,40939360
2019-07-11,0.016144,0.016895,0.014307,0.014458,0.014458,26411733
2019-07-12,0.014439,0.016535,0.014135,0.015818,0.015818,23337869
2019-07-13,0.015838,0.017716,0.015351,0.016606,0.016606,33073356
2019-07-14,0.016611,0.017433,0.014261,0.014314,0.014314,21016195
2019-07-15,0.014308,0.014371,0.012954,0.013841,0.013841,16709138
2019-07-16,0.013866,0.014599,0.011848,0.012038,0.012038,19887283
2019-07-17,0.011983,0.014008,0.011671,0.013208,0.013208,24020397
2019-07-18,0.013239,0.014212,0.012566,0.013706,0.013706,21329202
2019-07-19,0.013706,0.013906,0.013303,0.013425,0.013425,10390623
2019-07-20,0.013456,0.014511,0.013264,0.013972,0.013972,10575845
2019-07-21,0.013972,0.014152,0.013188,0.013430,0.013430,6444981
2019-07-22,0.013448,0.013599,0.012418,0.012750,0.012750,8394913
2019-07-23,0.012749,0.012827,0.011466,0.011500,0.011500,8395360
2019-07-24,0.011500,0.012436,0.011149,0.012040,0.012040,11904753
2019-07-25,0.012039,0.012699,0.011986,0.012224,0.012224,8164945
2019-07-26,0.012219,0.013003,0.011956,0.012782,0.012782,8278632
2019-07-27,0.012782,0.013282,0.011789,0.011952,0.011952,7502170
2019-07-28,0.011952,0.012103,0.011359,0.011770,0.011770,5576468
2019-07-29,0.011790,0.011963,0.011366,0.011420,0.011420,4555621
2019-07-30,0.011418,0.011674,0.011073,0.011529,0.011529,4426136
2019-07-31,0.011541,0.011658,0.011205,0.011374,0.011374,7321732
2019-08-01,0.011393,0.011558,0.010548,0.010698,0.010698,9019119
2019-08-02,0.010714,0.011556,0.010591,0.011059,0.011059,8844761
2019-08-03,0.011095,0.011428,0.010644,0.010687,0.010687,6818569
2019-08-04,0.010667,0.010897,0.010189,0.010270,0.010270,6561381
2019-08-05,0.010264,0.012930,0.009623,0.011793,0.011793,32570145
2019-08-06,0.011797,0.017231,0.011743,0.015359,0.015359,94413278
2019-08-07,0.015281,0.020434,0.015276,0.016646,0.016646,128166070
2019-08-08,0.016646,0.017621,0.014154,0.014384,0.014384,54798154
2019-08-09,0.014380,0.014615,0.012146,0.012197,0.012197,32420954
2019-08-10,0.012197,0.015459,0.012155,0.014935,0.014935,43594995
2019-08-11,0.015012,0.018506,0.014054,0.016393,0.016393,79142233
2019-08-12,0.016083,0.018228,0.015849,0.016918,0.016918,66203778
2019-08-13,0.016911,0.017171,0.015033,0.016506,0.016506,47190665
2019-08-14,0.016564,0.017248,0.014572,0.014685,0.014685,49542470
2019-08-15,0.014685,0.015604,0.014459,0.014612,0.014612,26041679
2019-08-16,0.014627,0.014695,0.013332,0.013379,0.013379,24612386
2019-08-17,0.013365,0.014735,0.013318,0.014149,0.014149,20551411
2019-08-18,0.014160,0.014536,0.013700,0.013920,0.013920,17243102
2019-08-19,0.013919,0.015923,0.013850,0.015466,0.015466,32643667
2019-08-20,0.015466,0.015946,0.014879,0.015729,0.015729,21916010
2019-08-21,0.015758,0.015975,0.014504,0.015378,0.015378,27697604
2019-08-22,0.015414,0.017106,0.014685,0.016794,0.016794,35758850
2019-08-23,0.016794,0.017379,0.015039,0.015466,0.015466,33611390
2019-08-24,0.015382,0.015450,0.014234,0.014857,0.014857,23563142
2019-08-25,0.014857,0.014991,0.013605,0.013753,0.013753,11879747
2019-08-26,0.013755,0.014659,0.013730,0.013932,0.013932,12729475
2019-08-27,0.013938,0.014896,0.013818,0.014233,0.014233,15729404
2019-08-28,0.014230,0.014595,0.012819,0.012946,0.012946,11354480
2019-08-29,0.012942,0.012942,0.011518,0.011709,0.011709,10299747
2019-08-30,0.011709,0.012402,0.011644,0.012297,0.012297,7262767
2019-08-31,0.012271,0.012332,0.011560,0.011846,0.011846,5199033
2019-09-01,0.011847,0.012316,0.011542,0.012230,0.012230,5927052
2019-09-02,0.012230,0.013933,0.012096,0.013715,0.013715,19996078
2019-09-03,0.013719,0.014863,0.012820,0.014363,0.014363,23523419
2019-09-04,0.014349,0.014593,0.013838,0.014151,0.014151,14096514
2019-09-05,0.014151,0.015120,0.014069,0.014845,0.014845,20025744
2019-09-06,0.014845,0.014954,0.013477,0.013653,0.013653,19749824
2019-09-07,0.013658,0.014077,0.013519,0.013903,0.013903,8502525
2019-09-08,0.013903,0.014080,0.013769,0.013927,0.013927,5783114
2019-09-09,0.013927,0.014580,0.013087,0.014159,0.014159,18212502
2019-09-10,0.014158,0.014394,0.013375,0.013537,0.013537,8863134
2019-09-11,0.013540,0.013764,0.012965,0.013115,0.013115,7845468
2019-09-12,0.013117,0.013159,0.012527,0.012978,0.012978,6894707
2019-09-13,0.012975,0.013233,0.012801,0.012964,0.012964,5139868
2019-09-14,0.012935,0.013425,0.012921,0.013105,0.013105,5948858
2019-09-15,0.013108,0.013287,0.012883,0.012913,0.012913,5247758
2019-09-16,0.012921,0.013101,0.012624,0.012904,0.012904,6578565
2019-09-17,0.012907,0.013798,0.012815,0.013507,0.013507,9213683
2019-09-18,0.013534,0.014757,0.013416,0.014356,0.014356,24002725
2019-09-19,0.014356,0.014478,0.013045,0.013700,0.013700,15896005
2019-09-20,0.013745,0.013881,0.013502,0.013663,0.013663,6910674
2019-09-21,0.013680,0.013736,0.013294,0.013394,0.013394,5458984
2019-09-22,0.013394,0.013426,0.012293,0.012559,0.012559,7384801
2019-09-23,0.012591,0.012947,0.012252,0.012252,0.012252,6315785
2019-09-24,0.012249,0.013173,0.011017,0.011077,0.011077,20584978
2019-09-25,0.011061,0.011481,0.010551,0.011041,0.011041,12413144
2019-09-26,0.011038,0.011475,0.010311,0.010662,0.010662,9326463
2019-09-27,0.010640,0.011051,0.010395,0.010952,0.010952,7172982
2019-09-28,0.010953,0.011440,0.010837,0.011246,0.011246,8959700
2019-09-29,0.011257,0.011331,0.010708,0.010939,0.010939,6387878
2019-09-30,0.010939,0.011021,0.010187,0.010847,0.010847,11873811
2019-10-01,0.010851,0.011075,0.010631,0.010731,0.010731,6775295
2019-10-02,0.010731,0.010921,0.010590,0.010853,0.010853,5265448
2019-10-03,0.010845,0.010984,0.010517,0.010669,0.010669,4664673
2019-10-04,0.010666,0.010823,0.010525,0.010716,0.010716,5054001
2019-10-05,0.010716,0.010768,0.010487,0.010591,0.010591,4084677
2019-10-06,0.010587,0.010682,0.010363,0.010389,0.010389,5185774
2019-10-07,0.010383,0.011127,0.010319,0.010999,0.010999,12415939
2019-10-08,0.011002,0.012746,0.010832,0.012439,0.012439,23477543
2019-10-09,0.012439,0.014327,0.012353,0.014323,0.014323,37633464
2019-10-10,0.014322,0.016471,0.013373,0.016195,0.016195,43471437
2019-10-11,0.016193,0.017721,0.015526,0.015997,0.015997,64035933
2019-10-12,0.015958,0.016604,0.014674,0.015631,0.015631,40007347
2019-10-13,0.015590,0.015701,0.014341,0.015021,0.015021,19829011
2019-10-14,0.015021,0.016729,0.014988,0.015256,0.015256,43627578
2019-10-15,0.015306,0.015369,0.014203,0.014415,0.014415,19627724
2019-10-16,0.014415,0.014498,0.013008,0.013942,0.013942,17845779
2019-10-17,0.013903,0.014586,0.013615,0.014297,0.014297,15104293
2019-10-18,0.014343,0.014509,0.013138,0.013367,0.013367,13770666
2019-10-19,0.013369,0.013899,0.013119,0.013881,0.013881,9691544
2019-10-20,0.013813,0.014020,0.013414,0.013873,0.013873,9680962
2019-10-21,0.013873,0.015150,0.013656,0.014947,0.014947,23612403
2019-10-22,0.014943,0.015317,0.014493,0.014571,0.014571,18336807
2019-10-23,0.014538,0.014733,0.012889,0.013278,0.013278,20649132
2019-10-24,0.013298,0.013914,0.012962,0.013594,0.013594,17762956
2019-10-25,0.013594,0.014618,0.013280,0.014381,0.014381,29789523
2019-10-26,0.014391,0.014780,0.013378,0.013547,0.013547,38585671
2019-10-27,0.013547,0.014582,0.013419,0.014099,0.014099,27735747
2019-10-28,0.014092,0.015116,0.013858,0.014128,0.014128,25835701
2019-10-29,0.014137,0.014405,0.013966,0.014084,0.014084,20051736
2019-10-30,0.014098,0.014148,0.013410,0.013472,0.013472,13470473
2019-10-31,0.013476,0.014018,0.013336,0.013627,0.013627,13261671
2019-11-01,0.013661,0.014031,0.013488,0.013783,0.013783,11385917
2019-11-02,0.013783,0.013862,0.013467,0.013611,0.013611,9711073
2019-11-03,0.013595,0.013701,0.013356,0.013573,0.013573,8867358
2019-11-04,0.013573,0.014595,0.013543,0.014397,0.014397,21146011
2019-11-05,0.014397,0.015045,0.014086,0.014742,0.014742,24076963
2019-11-06,0.014708,0.014885,0.014378,0.014500,0.014500,16617438
2019-11-07,0.014498,0.015422,0.014277,0.015169,0.015169,22459509
2019-11-08,0.015141,0.015418,0.013921,0.014421,0.014421,20484680
2019-11-09,0.014380,0.015243,0.014356,0.014896,0.014896,14964294
2019-11-10,0.014876,0.015779,0.014832,0.015758,0.015758,15791024
2019-11-11,0.015735,0.015823,0.014626,0.015395,0.015395,17514609
2019-11-12,0.015402,0.015606,0.014659,0.014879,0.014879,16810843
2019-11-13,0.014885,0.015187,0.014695,0.014978,0.014978,8455896
2019-11-14,0.014977,0.015050,0.014364,0.014532,0.014532,8705423
2019-11-15,0.014537,0.014539,0.013770,0.013850,0.013850,11536658
2019-11-16,0.013843,0.014490,0.013738,0.014462,0.014462,8172986
2019-11-17,0.014462,0.014802,0.014300,0.014426,0.014426,9270570
2019-11-18,0.014414,0.014597,0.013904,0.014172,0.014172,9735926
2019-11-19,0.014179,0.015141,0.013844,0.014963,0.014963,19604707
2019-11-20,0.014963,0.015167,0.014336,0.014405,0.014405,16061401
2019-11-21,0.014405,0.014563,0.013627,0.014248,0.014248,16445046
2019-11-22,0.014248,0.014391,0.012401,0.014069,0.014069,24477173
2019-11-23,0.014069,0.016904,0.013770,0.016904,0.016904,39922174
2019-11-24,0.016904,0.017713,0.015321,0.015321,0.015321,38609230
2019-11-25,0.015352,0.020483,0.015258,0.020178,0.020178,82193325
2019-11-26,0.020231,0.022693,0.019350,0.021994,0.021994,69420971
2019-11-27,0.021838,0.024828,0.020608,0.024582,0.024582,73383976
2019-11-28,0.024564,0.025828,0.022599,0.022785,0.022785,54179780
2019-11-29,0.022765,0.025120,0.022609,0.024637,0.024637,30769095
2019-11-30,0.024637,0.029374,0.024239,0.028895,0.028895,58429488
2019-12-01,0.028999,0.028999,0.026178,0.026428,0.026428,53271863
2019-12-02,0.026546,0.027271,0.025030,0.026396,0.026396,42571226
2019-12-03,0.026396,0.030944,0.026396,0.029323,0.029323,73092551
2019-12-04,0.029316,0.032547,0.028059,0.032146,0.032146,67255124
2019-12-05,0.032146,0.034886,0.031597,0.033323,0.033323,74390810
2019-12-06,0.033340,0.041746,0.032681,0.041504,0.041504,108886335
2019-12-07,0.041510,0.041965,0.037394,0.039122,0.039122,86768828
2019-12-08,0.039122,0.043096,0.038479,0.041676,0.041676,68530618
2019-12-09,0.041676,0.042735,0.035474,0.035589,0.035589,71429587
2019-12-10,0.035612,0.036068,0.012082,0.017398,0.017398,349604052
2019-12-11,0.017396,0.019633,0.017075,0.017888,0.017888,80176534
2019-12-12,0.017914,0.018024,0.015443,0.015810,0.015810,64748592
2019-12-13,0.015836,0.016840,0.015802,0.016030,0.016030,35124011
2019-12-14,0.016047,0.016283,0.013423,0.013702,0.013702,41782769
2019-12-15,0.013702,0.014679,0.013351,0.014292,0.014292,42023442
2019-12-16,0.014292,0.014441,0.013111,0.013313,0.013313,30201362
2019-12-17,0.013313,0.013341,0.011814,0.012068,0.012068,25072243
2019-12-18,0.012068,0.013310,0.011468,0.012720,0.012720,24970570
2019-12-19,0.012720,0.013232,0.012398,0.013232,0.013232,13777038
2019-12-20,0.013232,0.015876,0.013228,0.015655,0.015655,75977772
2019-12-21,0.015655,0.018466,0.015334,0.018189,0.018189,82860346
2019-12-22,0.018177,0.020032,0.015408,0.016194,0.016194,112879712
2019-12-23,0.016176,0.016337,0.014774,0.015152,0.015152,54834620
2019-12-24,0.015145,0.016330,0.014855,0.016254,0.016254,36804373
2019-12-25,0.016254,0.017043,0.015423,0.015787,0.015787,42985944
2019-12-26,0.015793,0.016335,0.015404,0.015696,0.015696,27103336
2019-12-27,0.015728,0.015931,0.014788,0.015298,0.015298,23302942
2019-12-28,0.015287,0.015508,0.014943,0.014956,0.014956,13955041
2019-12-29,0.014957,0.015745,0.014692,0.014800,0.014800,19733841
2019-12-30,0.014800,0.015089,0.014389,0.014396,0.014396,12683815
2019-12-31,0.014417,0.014538,0.013723,0.013807,0.013807,16047084
2020-01-01,0.013807,0.015474,0.013747,0.014962,0.014962,29962857
2020-01-02,0.014942,0.015759,0.014441,0.014651,0.014651,36726567
2020-01-03,0.014694,0.015427,0.014297,0.015194,0.015194,23635829
2020-01-04,0.015170,0.015523,0.014865,0.014961,0.014961,16448623
2020-01-05,0.014954,0.015278,0.014837,0.014914,0.014914,13314381
2020-01-06,0.014908,0.015924,0.014878,0.015587,0.015587,24130445
2020-01-07,0.015587,0.015721,0.014838,0.015100,0.015100,25141593
2020-01-08,0.015100,0.015352,0.014773,0.015006,0.015006,24660101
2020-01-09,0.015025,0.015100,0.014567,0.014699,0.014699,14855482
2020-01-10,0.014691,0.014907,0.014344,0.014853,0.014853,15724197
2020-01-11,0.014863,0.015055,0.014729,0.014816,0.014816,12990600
2020-01-12,0.014798,0.015219,0.014719,0.015009,0.015009,10920841
2020-01-13,0.014989,0.015676,0.014822,0.015531,0.015531,15333430
2020-01-14,0.015505,0.016114,0.015290,0.015731,0.015731,32733771
2020-01-15,0.015699,0.016911,0.015464,0.016368,0.016368,30583889
2020-01-16,0.016381,0.016457,0.015457,0.016077,0.016077,23967013
2020-01-17,0.016064,0.019168,0.015764,0.018818,0.018818,74983326
2020-01-18,0.018816,0.018816,0.017391,0.017519,0.017519,30810286
2020-01-19,0.017519,0.017807,0.016212,0.016397,0.016397,26192438
2020-01-20,0.016397,0.017218,0.016093,0.016899,0.016899,18390346
2020-01-21,0.016866,0.017423,0.016723,0.017161,0.017161,22567496
2020-01-22,0.017156,0.017228,0.016791,0.017087,0.017087,14042892
2020-01-23,0.017095,0.017130,0.015773,0.015941,0.015941,15727693
2020-01-24,0.015949,0.016451,0.015420,0.016254,0.016254,14358461
2020-01-25,0.016278,0.016398,0.015782,0.016066,0.016066,11838667
2020-01-26,0.016063,0.016617,0.016001,0.016457,0.016457,10939593
2020-01-27,0.016474,0.017329,0.016474,0.016910,0.016910,19771871
2020-01-28,0.016913,0.017292,0.016605,0.017256,0.017256,21017696
2020-01-29,0.017233,0.017234,0.016807,0.017110,0.017110,16464099
2020-01-30,0.017106,0.018700,0.016902,0.018645,0.018645,34829353
2020-01-31,0.018634,0.018838,0.017762,0.017928,0.017928,24882814
2020-02-01,0.017901,0.018392,0.017837,0.018331,0.018331,12571645
2020-02-02,0.018301,0.019624,0.017897,0.019115,0.019115,27285211
2020-02-03,0.019115,0.022399,0.018937,0.022086,0.022086,69986877
2020-02-04,0.021892,0.022653,0.020437,0.021129,0.021129,65746891
2020-02-05,0.021118,0.022211,0.020877,0.021433,0.021433,50893901
2020-02-06,0.021530,0.024748,0.021530,0.024459,0.024459,80219495
2020-02-07,0.024471,0.025091,0.022962,0.022962,0.022962,60132162
2020-02-08,0.022967,0.022970,0.020343,0.021155,0.021155,73345085
2020-02-09,0.021159,0.022295,0.020760,0.021920,0.021920,44126146
2020-02-10,0.021929,0.022391,0.020644,0.021608,0.021608,43310445
2020-02-11,0.021605,0.022823,0.020954,0.022798,0.022798,36836244
2020-02-12,0.022810,0.024554,0.022664,0.022898,0.022898,61283567
2020-02-13,0.022898,0.023734,0.021977,0.022252,0.022252,44859271
2020-02-14,0.022250,0.023718,0.022245,0.023249,0.023249,43149178
2020-02-15,0.023249,0.023646,0.020703,0.020832,0.020832,47041367
2020-02-16,0.020871,0.021752,0.018926,0.020160,0.020160,47564821
2020-02-17,0.020132,0.020188,0.018915,0.020056,0.020056,37740365
2020-02-18,0.020043,0.021850,0.019815,0.021526,0.021526,40429686
2020-02-19,0.021520,0.021917,0.020679,0.020713,0.020713,26419186
2020-02-20,0.020704,0.020791,0.019360,0.020696,0.020696,24361841
2020-02-21,0.020710,0.021790,0.020529,0.020763,0.020763,33743350
2020-02-22,0.020749,0.021134,0.020398,0.020796,0.020796,16368175
2020-02-23,0.020825,0.022871,0.020787,0.022299,0.022299,33721285
2020-02-24,0.022278,0.022294,0.020325,0.020730,0.020730,29405344
2020-02-25,0.020737,0.020778,0.018793,0.019128,0.019128,32126050
2020-02-26,0.019131,0.019381,0.017051,0.018382,0.018382,36736950
2020-02-27,0.018303,0.019864,0.017628,0.019605,0.019605,34225312
2020-02-28,0.019592,0.020256,0.018137,0.020027,0.020027,36051259
2020-02-29,0.019992,0.021197,0.019887,0.020341,0.020341,33626112
2020-03-01,0.020335,0.020995,0.018938,0.019451,0.019451,30575270
2020-03-02,0.019451,0.021561,0.019051,0.021232,0.021232,32571594
2020-03-03,0.021232,0.024006,0.020548,0.023476,0.023476,54365941
2020-03-04,0.023463,0.027188,0.023463,0.025080,0.025080,99055705
2020-03-05,0.025139,0.028048,0.025040,0.026429,0.026429,80669085
2020-03-06,0.026482,0.026484,0.024387,0.024844,0.024844,55758790
2020-03-07,0.024872,0.029088,0.024872,0.026827,0.026827,89476134
2020-03-08,0.026827,0.026827,0.021438,0.021493,0.021493,70312185
2020-03-09,0.021387,0.022554,0.018861,0.020443,0.020443,80722217
2020-03-10,0.020533,0.022340,0.019995,0.020618,0.020618,64735866
2020-03-11,0.020612,0.021482,0.017710,0.018957,0.018957,69073090
2020-03-12,0.018952,0.019112,0.009283,0.009283,0.009283,54098105
2020-03-13,0.009332,0.011764,0.007011,0.010745,0.010745,52858947
2020-03-14,0.010787,0.011362,0.009744,0.009872,0.009872,21143753
2020-03-15,0.009872,0.011117,0.009465,0.009926,0.009926,21441211
2020-03-16,0.009902,0.009933,0.007188,0.008096,0.008096,25883801
2020-03-17,0.008109,0.009679,0.008034,0.009089,0.009089,23719851
2020-03-18,0.009060,0.009060,0.008227,0.008864,0.008864,21128020
2020-03-19,0.008864,0.011771,0.008862,0.011258,0.011258,35490951
2020-03-20,0.011240,0.012575,0.009911,0.010832,0.010832,33321866
2020-03-21,0.010832,0.012082,0.010287,0.011187,0.011187,22645062
2020-03-22,0.011204,0.011590,0.010003,0.010057,0.010057,15151044
2020-03-23,0.010057,0.011134,0.009893,0.011116,0.011116,17378988
2020-03-24,0.011089,0.011749,0.010918,0.011283,0.011283,17474119
2020-03-25,0.011276,0.011510,0.010877,0.011445,0.011445,14043690
2020-03-26,0.011445,0.012073,0.011354,0.011849,0.011849,16239207
2020-03-27,0.011856,0.012107,0.010962,0.010989,0.010989,10624036
2020-03-28,0.011004,0.011004,0.010244,0.010646,0.010646,13903415
2020-03-29,0.010650,0.010677,0.010090,0.010094,0.010094,10487526
2020-03-30,0.010085,0.011015,0.010063,0.010778,0.010778,13981574
2020-03-31,0.010762,0.011147,0.010733,0.011043,0.011043,12447419
2020-04-01,0.011043,0.011343,0.010575,0.011282,0.011282,18880041
2020-04-02,0.011272,0.011981,0.011233,0.011552,0.011552,21506145
2020-04-03,0.011558,0.011909,0.011298,0.011578,0.011578,15476009
2020-04-04,0.011572,0.011792,0.011395,0.011782,0.011782,12640058
2020-04-05,0.011757,0.011784,0.011340,0.011454,0.011454,11575716
2020-04-06,0.011455,0.013504,0.011433,0.013362,0.013362,39593081
2020-04-07,0.013413,0.013944,0.012769,0.012906,0.012906,38946894
2020-04-08,0.012920,0.013869,0.012793,0.013750,0.013750,28295476
2020-04-09,0.013717,0.013965,0.013234,0.013547,0.013547,21785513
2020-04-10,0.013550,0.013550,0.011590,0.012033,0.012033,23449295
2020-04-11,0.012033,0.012560,0.011868,0.012188,0.012188,17852262
2020-04-12,0.012172,0.012821,0.011926,0.012349,0.012349,15513362
2020-04-13,0.012316,0.012316,0.011619,0.012006,0.012006,11972524
2020-04-14,0.012013,0.012440,0.011854,0.012161,0.012161,17460651
2020-04-15,0.012156,0.012343,0.011589,0.011630,0.011630,9494490
2020-04-16,0.011643,0.012697,0.011360,0.012641,0.012641,14329055
2020-04-17,null,null,null,null,null,null
2020-04-18,0.012827,0.013474,0.012823,0.013366,0.013366,12187452
2020-04-19,0.013383,0.013616,0.012941,0.013011,0.013011,14623219
2020-04-20,0.012986,0.013367,0.011930,0.012117,0.012117,14733383
2020-04-21,0.012107,0.012318,0.011816,0.012070,0.012070,12623372
2020-04-22,0.012082,0.012826,0.012048,0.012798,0.012798,10658272
2020-04-23,0.012776,0.014677,0.012567,0.014176,0.014176,30542441
2020-04-24,0.014212,0.015675,0.014212,0.014788,0.014788,34720267
2020-04-25,0.014764,0.015544,0.014519,0.015135,0.015135,22755020
2020-04-26,0.015126,0.015973,0.015072,0.015618,0.015618,24748735
2020-04-27,0.015626,0.016025,0.014889,0.015461,0.015461,22176953
2020-04-28,0.015446,0.015857,0.015105,0.015779,0.015779,14864637
2020-04-29,0.015794,0.016885,0.015580,0.016556,0.016556,36393151
2020-04-30,0.016527,0.016672,0.015431,0.015502,0.015502,33812307
2020-05-01,0.015502,0.016432,0.015487,0.016022,0.016022,19121914
2020-05-02,0.016020,0.017227,0.015912,0.016958,0.016958,21290042
2020-05-03,0.016947,0.018077,0.016748,0.017133,0.017133,34278241
2020-05-04,0.017125,0.017351,0.015899,0.017049,0.017049,30535931
2020-05-05,0.017066,0.017202,0.016602,0.016996,0.016996,18072579
2020-05-06,0.016948,0.018289,0.016837,0.017288,0.017288,28011079
2020-05-07,0.017288,0.017822,0.016694,0.017397,0.017397,30602547
2020-05-08,0.017397,0.018547,0.017171,0.017933,0.017933,26484346
2020-05-09,0.017944,0.018357,0.017254,0.017304,0.017304,21421610
2020-05-10,0.017320,0.017320,0.014466,0.015349,0.015349,40672520
2020-05-11,0.015356,0.015505,0.014037,0.015081,0.015081,31341457
2020-05-12,0.015068,0.017546,0.014923,0.016937,0.016937,44426864
2020-05-13,0.016918,0.019322,0.016892,0.019240,0.019240,61969904
2020-05-14,0.019216,0.021445,0.018723,0.019933,0.019933,51457852
2020-05-15,0.019938,0.020756,0.018637,0.019275,0.019275,27886778
2020-05-16,0.019272,0.020755,0.018521,0.019978,0.019978,46649429
2020-05-17,0.020012,0.020868,0.019960,0.020275,0.020275,30077323
2020-05-18,0.020272,0.021140,0.020242,0.020639,0.020639,31372590
2020-05-19,0.020630,0.022803,0.020312,0.022160,0.022160,57761867
